Gene,sox2,gata1a,foxh1,sall4,nanog,smad2,rad21a,eomesa,ctcf,hif1ab,pou5f1,rnf2,tbxta,zic3,tbx6,sox10,tbx16
arhgap20b,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
wnk2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tep1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
ankmy2b,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
birc2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
flot2a,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tamm41,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
btbd11b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
snx18b,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dbf4,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
akr1b1.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
smpd4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tbc1d15,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
asgrl2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tomm40l,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
arhgef7a,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-106l3.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
vdac1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
rhcga,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
si:ch211-233h19.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
col6a4a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cryba1a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gramd4a,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
dym,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
mtmr6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
acp5a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
znf410,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
flnca,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
toporsa,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
znf1005,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mindy1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ryr2a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exo1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pafah1b1b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rhebl1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
proza,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
phlpp1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
rad51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hmgb1b,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ppp2r2ca,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
elavl2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rdm1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hpf1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
dis3l2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
prrt2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
arl4aa,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
nop16,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ftr12,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
mthfd1a,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vsig8a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
efhd2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
dlx2a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pde6ha,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
pias2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
zbtb25,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
gmpr2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
or109-5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
kansl1a,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
ankrd6b,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
fuca2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
polr1h,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sec63,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
gpr37l1a,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
spink4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
cox20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
rexo1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cxcr3.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
smc1a,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sf3a2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
cobll1b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
klhl2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
midn,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
prpsap2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
si:ch211-214c7.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
gpcpd1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
si:ch211-107o10.3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
tm7sf3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mtrf1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desi2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ppm1bb,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
htr4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
si:dkey-207l24.2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
srsf7b,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
si:ch1073-281m9.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
snai2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mmp17a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ccnl1a,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
atg5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
cpeb4a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clk2a,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
gpat4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cacna1fb,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mvda,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
gabpa,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
eif4ba,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
foxj1a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pgrmc1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
inka2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
hsh2d,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
rnf13,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
appa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tbx16l,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
mgll,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
casp8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
fto,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
srrm4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-214j8.12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkeyp-2e4.6,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
calcrla,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cxxc5b,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
b3gntl1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
elmo1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
yipf5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
cyb561d2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ppp1r14ab,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
cldnd1a,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
si:dkey-284p5.3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
slc50a1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
mzt2b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
smc2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
kitb,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zfyve19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ankrd37,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
mindy3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
hoxd11a,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fam219b,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
bcs1l,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-206p8.1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
lace1b,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
gpr143,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
lpcat3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
glyr1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
st3gal8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
polr3b,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
nkap,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sox12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
taar13e,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
col28a2b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:ch1073-153i20.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rai14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
samd1b,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
chfr,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
fbxo34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LOC110437892,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pcdh20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
slc66a3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
glg1b,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
anxa2b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
slc6a16b,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ilk,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
htr7a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dpysl5a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
arpp19a,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
nup93,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
pstpip2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
si:dkey-191g9.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm9sf2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch73-138n13.1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ncapg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ablim2,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
itpkb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
fth1b,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
abracl,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch73-196i15.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
dffb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rapgef1b,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
st13,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
muc5.3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
slc7a9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
pth1r,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
shisa3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
slc26a4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pcdh1g30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gpat3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
si:ch211-244c8.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dhx36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
runx3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
slc43a3a,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-234c11.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-208b23.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ntn4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ctdnep1a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-65j4.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
krtcap2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
eif5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
gps2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
chd1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
tfap2c,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
znf1145,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-149m13.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
acot13,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ppfia3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ehd2b,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
atpaf2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
bbs9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ivns1abpb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
elp2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
rbm42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
col11a1a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
samd11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
g0s2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ppp1r3db,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
samsn1a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
exosc10,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
gpr26,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
calr3a,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
otud5a,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
celf5a,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
plekhd1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nmur1a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ucp2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nfs1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
col11a2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
smug1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
proser3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
fbxl17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
si:dkeyp-20g2.1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
slu7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
srebf2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
p2rx8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tigarb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mrm1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
agtr1b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hipk3b,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
rbl1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tmem243b,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
fut9b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
foxa2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
khsrp,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
arhgap29b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-86h15.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
slc35f1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
atp1a2a,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
col4a6,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
rictorb,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
sycp1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tcf7l2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
stxbp1b,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
btbd3b,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ttc7a,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
runx1t1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
grid1b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tuba1c,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
sh3bp5la,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ndrg2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
sf3b6,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
si:dkey-205h13.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
smyd4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
mfsd1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cdadc1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
tanc1a,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
cep192,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
stat1b,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
yif1a,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ptpn20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
eif3ea,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
eepd1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
eya3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
camta1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
si:dkey-60a16.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
znfx1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rdh12l,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
pigs,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
chodl,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
lrig2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
pnx,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
camk1a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ntf3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
isg20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LOC100534777,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mvb12ba,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
eef2b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nek7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
rbp1.1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
skp2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
prrx1a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-195d17.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pdzrn4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sult1st3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
itgb3b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ifngr1l,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
selenot2,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0
eif4a1a,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pola1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
med29,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
fnip1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
gpr22a,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
osbpl5,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
cbsa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stk17al,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
shisa7a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ddx39aa,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
apom,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rttn,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch73-226l13.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mboat7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ankrd44,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
alg8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sdr16c5b,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
rac3a,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
si:dkey-26c10.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
znf1067,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
csnk2a2a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LOC100330838,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cacna1ib,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mex3b,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-27i16.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A2c,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sh3glb2a,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
myom1b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
p2ry11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
lifra,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-113e8.3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
selenot1a,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
si:ch211-254n4.3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ankrd24,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
psme4a,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
lpar3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ptprk,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ptpdc1a,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
lpar1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col7a1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
arhgap35a,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hspb8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
adam28,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
dpys,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pip4p2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
irx4a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
med1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trpm2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
msi2b,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ttk,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
apbb1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-284e13.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
her4.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hapln3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kif21b,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
mrc2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LOC557217,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
arpc2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calcr,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-85n7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-40m6.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tpra,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pum1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
ndst2a,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
preb,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
