Unnamed: 0,Gene,sox2,gata1a,foxh1,sall4,nanog,smad2,rad21a,eomesa,ctcf,hif1ab,pou5f1,rnf2,tbxta,zic3,tbx6,sox10,tbx16,ensembl_id
255,rbm12ba,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000055889
256,batf3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000042577
257,ska3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000069917
258,mgat3a,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000038069
259,LOC571912,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
260,acta1a,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000036371
261,vps4b,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000069175
262,tlx2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,ENSDARG00000011273
263,msantd1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000078801
264,rpl23a,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,ENSDARG00000006316
265,tmem234,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000078333
266,adcy2b,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000014588
267,bcl10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000077130
268,sp4,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000005186
269,rbfox2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000052182
270,si:ch211-212o1.2,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,ENSDARG00000011498
271,ndrg3b,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000010052
272,mknk2b,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000015164
273,dnal4b,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000088841
274,si:ch211-251j10.3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MISSING
275,ccdc85al,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,ENSDARG00000005343
276,mrps28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000041538
277,tspan3a,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000034753
278,oat,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,ENSDARG00000078425
279,si:ch211-190p8.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
280,cyp26a1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000033999
281,sept7a,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,MISSING
282,im:7138239,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
283,xrcc6,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000071551
284,ngdn,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000045372
285,mogat3a,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
286,mylk4b,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000055412
287,ank3a,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,MISSING
288,itsn1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,ENSDARG00000000086
289,sinhcaf,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000032653
290,tiam1b,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,ENSDARG00000025920
291,mst1ra,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000060235
292,hs6st1b,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000071501
293,sh3bp5a,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000100529
294,ppp1r14ba,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000044541
295,vrtn,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000061963
296,rpl19,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000013307
297,plxna3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000007172
298,tuft1b,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,ENSDARG00000071010
299,anp32e,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000054804
300,si:ch211-163l21.8,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,MISSING
301,tdh2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000001463
302,dnajc12,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000086691
303,lrrc47,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000053138
304,myl6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000008494
305,iars2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,ENSDARG00000044134
306,slc41a1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000070214
307,rasgrp3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000077864
308,eefsec,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000004696
309,aars2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000107385
310,psme2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000033144
311,phgdh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000001873
312,arid5a,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000077120
313,ipo11,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000054224
314,si:ch211-201h21.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000056203
315,gareml,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000073933
316,pfn2,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,ENSDARG00000012682
317,znf800a,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000004594
318,crygm7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000040736
319,cldne,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000043128
320,pmp22b,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000060457
321,eif2s1b,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000052178
322,mdn1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000008976
323,chmp2b,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000068683
324,ncam1b,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000007220
325,hunk,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000091317
326,lman2la,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000102657
327,ntrk2a,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,MISSING
328,pus7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000031774
329,tmem198a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000042115
330,ank1a,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000092143
331,pi4k2a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000033666
332,hccsa.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000028131
333,tsr1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000007744
334,dixdc1b,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
335,ddx52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000100505
336,tsga10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000052512
337,eral1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000059887
338,cyp2aa4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000098803
339,dnajc9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000031293
340,amn1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000070478
341,dbpa,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000063014
342,npat,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000055548
343,ppardb,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,ENSDARG00000009473
344,tssc4,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,ENSDARG00000036144
345,nudt1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000030573
346,flot2b,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000069774
347,cdh2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000018693
348,ube2c,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000114670
349,frya,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000013921
350,lrrtm2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000071374
351,hoxc1a,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000070337
352,frmd6,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000002332
353,si:ch211-147h1.4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000045157
354,usp47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000102645
355,stx12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000098813
356,slc8a2a,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000008912
357,uri1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000026664
358,dennd10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000062965
359,rpap2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000038397
360,snrnp70,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000077126
361,hsp90b1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000003570
362,si:ch73-304f21.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000087407
363,trim24,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000103350
364,rap1gds1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000073741
365,col9a3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000037845
366,dnajc5ab,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000004836
367,lgals3a,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000077850
368,sash1a,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000007179
369,rasgef1ba,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000033614
370,stt3b,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000001890
371,si:ch1073-165f9.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000073876
372,magt1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000058062
373,cox7a1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000069464
374,egln2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000062562
375,ednraa,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,ENSDARG00000011876
376,znhit6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000095817
377,clrn2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000070321
378,arl15b,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,ENSDARG00000057995
379,rars1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000054530
380,bcl6b,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000069335
381,lrrc51,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000040668
382,nkd1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000020053
383,nnr,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000058917
384,eef2k,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000035835
385,capns1b,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000013804
386,tbc1d5,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000036212
387,klhl42,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000006011
388,pcxa,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000098766
389,foxo3b,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000042904
390,cdc14aa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000013858
391,ostc,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000104901
392,xiap,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000016143
393,foxi1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000104566
394,zbtb2a,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000044038
395,maml3,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,ENSDARG00000079552
396,lrrc34,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000062235
397,cep44,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000053106
398,ap1s2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000058504
399,chl1b,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000103109
400,raver1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000052617
401,htr7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000099854
402,dlgap1a,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000014280
403,slc2a9l1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000070672
404,fam118b,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000078983
405,mstnb,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000069133
406,prdx4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000069013
407,top2b,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000034195
408,nkx1.2la,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000006350
409,luc7l,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000055903
410,zdhhc8a,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000042872
411,zmat2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000004956
412,cops3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000008623
413,ctdsp2,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000036102
414,cd81a,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000036080
415,tox,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,ENSDARG00000032317
416,arcn1a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000002792
417,phldb2b,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,MISSING
418,chtf18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000058480
419,calm1a;calm1b;calm2a;calm2b;calm3a;calm3b,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,MISSING
420,kif25,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000017532
421,gemin2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000015638
422,adss2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000002071
423,drd4a,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000038363
424,npl,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000009390
425,arl4ab,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000033182
426,rpl9,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000037350
427,zranb3,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000091538
428,ezh1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000037894
429,dap,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000000069
430,kcns3b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000029511
431,si:dkey-100n23.5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000086911
432,adcyap1b,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000027740
433,snrnp48,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000039989
434,mylkb,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000004753
435,spdl1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,ENSDARG00000103996
436,sclt1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000057248
437,mapk10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000102730
438,usp10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000103422
439,mpl,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000039222
440,tsc22d3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000075666
441,aebp2,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,ENSDARG00000006038
442,si:dkey-244a7.1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000097368
443,hoxa13a,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000100312
444,cytip,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000061717
445,tcf7l1b,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000007369
446,lmnl3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000007751
447,tnfaip8l1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000086457
448,rpl13a,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000044093
449,si:dkey-48j7.3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,MISSING
450,stk35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000086856
451,her9,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000056438
452,s100u,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000071014
453,shox2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000075713
454,gfra4a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000056651
455,cntfr,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,ENSDARG00000028661
456,si:dkey-50i6.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000101320
457,samd14,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000101171
458,fen1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000011404
459,etf1b,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000043976
460,pik3ip1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000003281
461,atxn1a,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,ENSDARG00000061687
462,pold2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000095046
463,plekhm2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000078850
464,si:dkey-286j15.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000071036
465,Fam174b,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000068709
466,pdrg1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000045017
467,mrap2a,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000074763
468,eif3ja,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000012603
469,cap1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000016350
470,si:dkey-193n17.9,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000094791
471,orc5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000021579
472,crbn,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000054250
473,nnt2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,ENSDARG00000092522
474,cyp1d1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000035569
475,rcc2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000011510
476,ube2l3b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000027141
477,ptprsa,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000059738
478,morn5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000033610
479,fbxo3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000029242
480,gramd1c,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,ENSDARG00000076238
481,smurf1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000016086
482,zdhhc7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000019484
483,tnpo1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000035390
484,cfap36,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000037079
485,cdc25b,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000010792
486,traf6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000028058
487,akip1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000069037
488,sox17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000101717
489,klhl17,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000037324
490,ganab,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ENSDARG00000076888
491,zic2b,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000037178
492,tacr3l,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000003054
493,abcb6a,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000063297
494,aaas,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000102274
495,grap2b,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ENSDARG00000101169
496,fev,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000009242
497,gria4a,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000037496
498,mphosph8,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000005576
499,dnd,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,MISSING
500,ubc,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,ENSDARG00000102632
501,si:dkey-93n13.2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000092816
502,scpep1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000040072
503,znf706,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000056307
504,zbtb3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000036235
505,mrps27,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000059234
506,cnot11,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,ENSDARG00000068596
507,idh3b,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,ENSDARG00000044753
508,her4.2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000094426
509,dus4l,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000006567
510,mtfr1l,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,ENSDARG00000003940
511,si:dkey-147f3.8,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,MISSING
512,cpsf1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000034178
513,tsc1b,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000057918
514,iqgap3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,ENSDARG00000098650
515,ppme1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,ENSDARG00000009771
516,castor2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,ENSDARG00000018985
517,rnd1b,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000004218
518,psme4b,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000018742
